#                                                                                           
# .csv to store UE's information in HSS                                                     
# Kept in the following format: "Name,Auth,IMSI,Key,OP_Type,OP,AMF,SQN,QCI,IP_alloc"      
#                                                                                           
# Name:     Human readable name to help distinguish UE's. Ignored by the HSS                
# IMSI:     UE's IMSI value                                                                 
# Auth:     Authentication algorithm used by the UE. Valid algorithms are XOR               
#           (xor) and MILENAGE (mil)                                                        
# Key:      UE's key, where other keys are derived from. Stored in hexadecimal              
# OP_Type:  Operator's code type, either OP or OPc                                          
# OP/OPc:   Operator Code/Cyphered Operator Code, stored in hexadecimal                     
# AMF:      Authentication management field, stored in hexadecimal                          
# SQN:      UE's Sequence number for freshness of the authentication                        
# QCI:      QoS Class Identifier for the UE's default bearer.                               
# IP_alloc: IP allocation stratagy for the SPGW.                                            
#           With 'dynamic' the SPGW will automatically allocate IPs                         
#           With a valid IPv4 (e.g. '172.16.0.2') the UE will have a statically assigned IP.
#                                                                                           
# Note: Lines starting by '#' are ignored and will be overwritten                           
ue1,mil,001010123456001,11666bb3d6cb1510facc6c17c1147907,opc,b69e44d5ab050842ac651b3672194c49,8000,000000001234,7,172.16.0.2
ue2,mil,001010123456002,aa4f3b8824c1f9eab893d62d08a3b535,opc,35eef04cd90b6be1ec3b90128441f5a1,8000,000000002007,7,172.16.0.3
ue3,mil,001010123456003,81f3c4250add66051af791cebf388da3,opc,f0989e09831ed4c81f6d926a0e3d010d,8000,000000001c06,7,172.16.0.4
ue4,mil,001010123456004,b71504602ccaca5b8a89f1d706c28532,opc,8733afdd9fb4b37d1c050ec857ffb42d,8000,000000001adb,7,172.16.0.5
ue5,mil,001010123456005,0e044023187c7121c888f53886c08113,opc,4e23318f82545b34d820fd213d23e658,8000,0000000012d9,7,172.16.0.6
ue6,mil,001010123456006,7538138bec1b8280e5c08dcf2a650413,opc,f2f7e19385dc34b17d8f46535ab597d6,8000,0000000012b8,7,172.16.0.7
ue7,mil,001010123456007,4d4c82f4c89d53cf425503b94d9addb6,opc,1edb4b0583b5106ae9e29dd52b5f5c33,8000,0000000012b8,7,172.16.0.8
ue8,mil,001010123456008,7e44066d030df63d326178bcf73ad4a5,opc,51bc1b6a031ba0408182860409e69b8e,8000,0000000012b8,7,172.16.0.9
ue9,mil,001010123456009,949015404d33139a236fb215e4e24d9f,opc,01ee838747168d27f911704226af262d,8000,0000000012b8,7,172.16.0.10
ue10,mil,001010123456010,23350234611ae5261d80f7578bb6d9b6,opc,10fa35180270e36b13c71bac59b81d80,8000,0000000012b8,7,172.16.0.11
ue11,mil,001010123456011,b2b388a6bcbf82271a463c15a8672f44,opc,82ea05a53b652d20aa319c0cb1a57bd4,8000,000000001234,7,172.16.0.12
ue12,mil,001010123456012,f448d5f7638020f092ba4b1e26cfc14f,opc,3e8fe3c43fb9df6eca08222a8c7d0e7c,8000,000000001234,7,172.16.0.13
ue13,mil,001010123456013,c21ab1579da92a4ca057814878dc9c53,opc,a02c6f10ad8f5864d1b91be06f8c9aac,8000,000000001234,7,172.16.0.14
ue14,mil,001010123456014,6089f4cf15415b2a9f8bc131d865afa6,opc,a7bea3ac78f93a5a4493579d81efb6ec,8000,000000001234,7,172.16.0.15
ue15,mil,001010123456015,5b71e9d8c6767e81254920540b7cbf62,opc,11bd152397fef1ea84838d528e05348b,8000,000000001234,7,172.16.0.16
ue16,mil,001010123456016,8f0e9758e95eb521e827c1120e3664f9,opc,1cce6871a672e6483d9441edb46cb231,8000,000000001234,7,172.16.0.17
ue17,mil,001010123456017,62f8ebcb53dec109a564f45092571519,opc,80c8af63d15ce139887c387c71da81bc,8000,000000001234,7,172.16.0.18
ue18,mil,001010123456018,9a40586a2b2d8e939c33bd7ab5fbd222,opc,822a099b6a5388db325ab6f0db3475a0,8000,000000001234,7,172.16.0.19
ue19,mil,001010123456019,271975263c3abc23a946a2cf4fafa9e8,opc,8d2c648d430701b2e58f597745465c38,8000,000000001234,7,172.16.0.20
ue20,mil,001010123456020,9edfc04881239fb035a5f20586111b5f,opc,6313103f74b17a2d305be895402a481e,8000,000000001234,7,172.16.0.21
ue21,mil,001010123456021,918e798e2677fbf330aad7a1d38c86ab,opc,54d1a62cce2904354b43921836ba6f42,8000,000000001234,7,172.16.0.22
ue22,mil,001010123456022,9b253044571e9d1f47935038e40845c0,opc,be187a7bc533da4ab3c7982dfb2e4f37,8000,000000001234,7,172.16.0.23
ue23,mil,001010123456023,9b81e4de14fe36a3880894df01ae8c1e,opc,c43c9c81df341a4a082e34bcac541624,8000,000000001234,7,172.16.0.24
ue24,mil,001010123456024,704c896e6d350f95a275300ee98b3d4a,opc,56b614fdad70c5a0dabeff701ef979bd,8000,000000001234,7,172.16.0.25
ue25,mil,001010123456025,1a19f62700d2863e9fd820046c874e88,opc,565fc17963f9549a5c29a91b99aa4b14,8000,000000001234,7,172.16.0.26
ue26,mil,001010123456026,23a9dc6e8ac5ac5d19f762165bb7aef9,opc,9b9072824cc5264fdf40e919f3dd996c,8000,000000001234,7,172.16.0.27
ue27,mil,001010123456027,12c392f434b55fc8929fe2b3c4d621d4,opc,af2e5141c410fc0b9bea831d36c83940,8000,000000001234,7,172.16.0.28
ue28,mil,001010123456028,175ce65273a2ba17d851125a99ff65f6,opc,08ac8988b8616b125702a39939d64980,8000,000000001234,7,172.16.0.29
ue29,mil,001010123456029,ff125ee21f07817aa43df42eef483e90,opc,c5e878e03222be30ab6b63792d875452,8000,000000001234,7,172.16.0.30
ue30,mil,001010123456030,dad7e85d4e8fba1e487d53b7a17e9adb,opc,6f47c35d1243492398e8fa51c1fab566,8000,000000001234,7,172.16.0.31
ue31,mil,001010123456031,1286dadf05339d4bb3ee5ffe01972ea3,opc,91a1bf5f97e69466f3843d398a09cade,8000,000000001234,7,172.16.0.32
ue32,mil,001010123456032,c33205fe708185ea9cc3137f30eb5316,opc,2f227c9330e71a1ef7e9f1bba1c0b948,8000,000000001234,7,172.16.0.33
ue33,mil,001010123456033,161667d4c7b97a7a56049dfa6b1a3f3a,opc,664206d98553bc59400be69a9577e8bf,8000,000000001234,7,172.16.0.34
ue34,mil,001010123456034,daa118fe6d7f6208a60f18398c6753d4,opc,2aba1e4eef6c2fb76b629f429437e8c1,8000,000000001234,7,172.16.0.35
ue35,mil,001010123456035,83ded63fa55e00574d57376714de4d2b,opc,0baac5c0b21d5f073e87039c8969134f,8000,000000001234,7,172.16.0.36
ue36,mil,001010123456036,284b27de878b09b8de465a32c1c7ac52,opc,bf627ce74b0e19beaf1def939607d4f1,8000,000000001234,7,172.16.0.37
ue37,mil,001010123456037,9415f444b7c2cdda6a2f0a89dd5cd39a,opc,a194aca3bdfc33ee2e62f772062605ac,8000,000000001234,7,172.16.0.38
ue38,mil,001010123456038,6f36835ee3027b3ff757ff1210ac5475,opc,151fa294ed800fb96f1e3fd949dfd281,8000,000000001234,7,172.16.0.39
ue39,mil,001010123456039,e024f7ff8c631fba5afd297c0489b70d,opc,9534e3e14d8b4674c0d663fececb81ff,8000,000000001234,7,172.16.0.40
ue40,mil,001010123456040,428a6655a706d2dd94ffb7d2ec75c815,opc,00eb9b1181119413f7e08eec8609e1d9,8000,000000001234,7,172.16.0.41
ue41,mil,001010123456041,64674937c0d5d94d4037a3809e17809c,opc,6b4543fd13930f8efecaca7e0c68b0b8,8000,000000001234,7,172.16.0.42
ue42,mil,001010123456042,92469a4c0bde9587b8c152244139c61b,opc,03654228c797897cbfa81aea7ee25c3c,8000,000000001234,7,172.16.0.43
ue43,mil,001010123456043,fdeb9bec9fb8eeee953340ef354cc1c5,opc,20d4a1d12e6460296082ab831c4590f8,8000,000000001234,7,172.16.0.44
ue44,mil,001010123456044,f12bfa8b7bca65afad22b71ceb71ad0a,opc,5f9dd79b39dd14bf1863f2da3e6161ab,8000,000000001234,7,172.16.0.45
ue45,mil,001010123456045,da6056e924568a82a6b0b6670c399d82,opc,7dff4dde1ace69c1ffdfa7ece846bacf,8000,000000001234,7,172.16.0.46
ue46,mil,001010123456046,afd06cf3ec4e977b88f289b677707822,opc,9bb59631c507e57388b522c673f5e4b3,8000,000000001234,7,172.16.0.47
ue47,mil,001010123456047,543634fe9b058c4e62ba7cb976f72233,opc,183e769af5269cd8979b5300976be497,8000,000000001234,7,172.16.0.48
ue48,mil,001010123456048,cfd0ab0e4a83d3f0f84e3669722b5362,opc,2aa1d88cd7d74fb52c7cc2b34e1df9bb,8000,000000001234,7,172.16.0.49
ue49,mil,001010123456049,8cfff276b1b9a5d32c75764987c7f142,opc,a287d5e4fa177ed5ed61ec7daf0b9c9c,8000,000000001234,7,172.16.0.50
ue50,mil,001010123456050,2b898762ee02a6c9443140756e9c913d,opc,a7eb8f2dbd78fb6f10fa0a488cb82dd2,8000,000000001234,7,172.16.0.51
